qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NK08	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	99.027	1028	4	6	9	1030	46	1073	0	1838
NK157	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	98.743	1034	7	6	1	1028	40	1073	0	1832
NK55	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	98.494	1262	10	9	5	1259	44	1303	0	2217
NK59	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	99.127	1031	4	5	1	1026	40	1070	0	1849
NK126	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	99.019	1019	5	5	13	1026	55	1073	0	1821
NK161	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	99.218	1023	4	4	8	1026	46	1068	0	1842
NK212	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	98.733	1026	6	7	2	1020	31	1056	0	1816
NK225	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	98.068	1035	6	14	2	1023	31	1064	0	1788
NK123	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	98.928	1026	9	2	2	1025	33	1058	0	1832
NK204	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	98.374	984	6	10	14	987	12	995	0	1720
NK233	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	98.801	1084	11	2	4	1085	30	1113	0	1929
NK241	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	97.011	1037	15	16	18	1038	12	1048	0	1729
NK120	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	98.57	979	4	10	10	978	1	979	0	1722
NK142	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	98.903	1003	8	3	13	1012	1	1003	0	1788
NK135	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	98.719	1015	7	6	7	1015	32	1046	0	1797
NK239	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	98.802	1002	8	4	12	1009	1	1002	0	1781
NK49	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas; s__	98.067	983	5	14	8	978	1	981	0	1698
NPK01	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__epidermidis	98.534	1023	3	12	2	1012	41	1063	0	1796
NPK26	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Bacillus; s__cereus	98.686	989	7	6	17	999	1	989	0	1749
NPK102	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	98.492	995	7	8	24	1010	1	995	0	1748
NPK33	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__boronitolerans	98.068	1035	6	14	5	1025	11	1045	0	1788
NPK117	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__	98.51	1007	3	12	5	999	32	1038	0	1766
NPK63	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	98.649	962	5	8	8	961	36	997	0	1698
NPK54	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__acidaminiphila	97.8	1000	3	19	3	984	31	1029	0	1707
NPK18	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	98.82	1017	2	10	6	1013	7	1022	0	1803
NPK08	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	98.737	1029	6	7	7	1028	45	1073	0	1821
NPK118	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	97.23	1083	12	18	15	1079	38	1120	0	1818
NPK37	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	97.718	1008	12	11	2	998	33	1040	0	1724
NPK215	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	98.815	1013	2	10	1	1003	35	1047	0	1796
NPK211	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	98.732	1025	11	2	16	1038	46	1070	0	1820
NPK66	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	98.643	1032	10	4	2	1029	29	1060	0	1825
NPK75	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	97.611	879	13	8	4	876	33	909	0	1500
NPK04	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	98.213	1007	13	5	1	1002	37	1043	0	1755
NPK85	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	98.021	859	9	8	3	853	32	890	0	1485
NPK137	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__flexus	97.495	958	17	7	1	951	24	981	0	1629
NPK28	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__ludwigii	99.003	1003	2	8	15	1009	48	1050	0	1790
NPK184	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	99.162	955	4	4	11	961	42	996	0	1716
NPK80	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	94.248	991	11	45	6	952	50	1038	0	1472
NPK71	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__	98.315	1009	10	7	5	1007	32	1039	0	1762
NPK49	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__	99.795	974	1	1	15	987	29	1002	0	1786
NPK12	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__	99.453	1096	4	2	14	1107	28	1123	0	1989
NPK186	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__chocolatum	95.046	989	34	15	2	976	33	1020	0	1541
NPK116	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	98.161	1033	8	11	3	1024	40	1072	0	1792
NPK168	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	97.075	1060	18	13	4	1050	40	1099	0	1773
NPK169	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	95.201	1146	7	48	4	1101	39	1184	0	1768
NPK187	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__niigatensis	98.419	1012	11	5	4	1010	31	1042	0	1775
NPK10	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__chocolatum	98.913	1012	2	9	4	1006	40	1051	0	1799
NPK56	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	97.939	1019	16	5	1	1014	55	1073	0	1760
NPK90	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	97.689	1082	4	21	7	1067	42	1123	0	1840
NPK41	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__ludwigii	99.697	990	1	2	15	1002	48	1037	0	1810
NPK11	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	99.383	972	4	2	10	979	11	982	0	1760
NPK36	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	98.806	1005	4	7	10	1007	41	1044	0	1783
NPK110	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__	99.042	939	3	6	4	936	12	950	0	1679
NPK208	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__chocolatum	97.115	1144	6	27	2	1119	38	1180	0	1905
NPK67	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__boronitolerans	99.075	1081	3	7	9	1087	31	1106	0	1934
NPK70	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	99.412	1020	4	2	1	1018	42	1061	0	1849
NPK27	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__	98.77	976	7	5	8	978	33	1008	0	1731
NPK05	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__	98.784	987	8	4	8	990	38	1024	0	1753
NPK105	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	97.52	1008	14	11	1	997	33	1040	0	1712
NPK45	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	99.227	1035	6	2	1	1033	42	1076	0	1866
NPK113	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Aeromicrobium; s__	97.436	1053	19	8	3	1047	11	1063	0	1788
NPK222	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	98.16	1087	9	11	9	1084	39	1125	0	1888
NPK126	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__acidaminiphila	99.114	1016	8	1	15	1029	43	1058	0	1825
NPK216	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__	96.991	1130	12	22	3	1110	11	1140	0	1879
NPK07	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	98.332	1079	13	5	3	1076	43	1121	0	1888
NPK88	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	99.226	1034	4	4	4	1033	32	1065	0	1864
NPK148	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	96.998	1066	11	21	4	1048	40	1105	0	1772
NPK190	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__acidaminiphila	99.312	872	1	5	4	870	33	904	0	1572
NPK195	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Terracoccus; s__	99.03	1134	2	9	4	1133	32	1160	0	2025
NPK114	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus	97.366	1101	10	19	3	1084	30	1130	0	1855
NPK217	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__	99.13	1034	2	7	6	1032	33	1066	0	1853
NPK51	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__retroflexus	99.259	1079	1	6	1	1076	35	1109	0	1941
NPK86	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	98	1000	11	9	1	991	41	1040	0	1727
NPK112	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Aeromicrobium; s__	99.137	1043	5	4	1	1039	15	1057	0	1873
NPK132	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__	97.701	1044	4	19	8	1034	37	1077	0	1777
NPK221	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__	96.251	987	18	11	1	980	31	1005	0	1600
NPK220	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__fascians	99.187	984	3	5	1	979	29	1012	0	1768
NPK22	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	98.227	1015	10	8	1	1007	38	1052	0	1768
NPK192	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__acidaminiphila	96.475	1078	9	28	16	1066	49	1124	0	1753
NPK76	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	98.596	997	3	11	3	988	39	1035	0	1753
NPK193	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	99.309	1013	2	5	3	1010	46	1058	0	1827
NPK31	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	99.006	1006	4	6	3	1002	42	1047	0	1797
NPK150	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__acidaminiphila	97.162	1022	5	23	6	1003	33	1054	0	1705
NPK138	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	98.954	1052	8	3	2	1050	46	1097	0	1879
NPK210	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	99.717	1060	3	0	4	1063	47	1106	0	1941
NPK144	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__chocolatum	98.818	1015	2	10	4	1008	39	1053	0	1799
NPK119	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteibacter; s__rhizovicinus	97.862	1029	13	9	4	1023	25	1053	0	1770
NPK127	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__	97.18	993	18	10	11	993	38	1030	0	1670
NPK157	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	99.419	1032	4	2	7	1036	18	1049	0	1871
NPK52	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	98.704	1003	5	8	3	997	33	1035	0	1777
NPK207	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	97.697	1129	7	19	5	1114	40	1168	0	1923
NPK62	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	98.749	1039	6	7	3	1034	38	1076	0	1840
NPK108	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	97.945	1022	13	8	3	1016	35	1056	0	1764
NPK95	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	100	1015	0	0	19	1033	1	1015	0	1875
NPK120	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__	98.372	1044	13	4	1	1040	34	1077	0	1831
NPK129	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__chocolatum	99.487	974	5	0	37	1010	1	974	0	1772
NPK174	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	98.422	1014	4	12	1	1002	32	1045	0	1773
NPK151	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	99.026	1027	4	6	5	1025	31	1057	0	1836
NPK78	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	97.487	995	14	11	15	998	46	1040	0	1688
NPK65	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__palustris	99.104	1005	6	3	1	1002	34	1038	0	1803
NPK73	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	97.617	1007	13	11	6	1002	46	1051	0	1716
NPK69	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__maritypicum	94.396	910	15	36	4	878	41	949	0	1365
NPK155	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	97.431	1012	8	18	16	1011	38	1047	0	1709
NPK14	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	97.83	1014	11	11	6	1008	37	1050	0	1740
NPK46	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	99.099	999	2	7	4	995	42	1040	0	1788
NPK209	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	97.742	1107	7	18	4	1092	23	1129	0	1890
NPK79	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	77.966	826	152	28	10	820	46	856	5.66E-137	490
NPK205	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	99.062	1066	5	5	5	1065	47	1112	0	1908
NPK48	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	99.357	1089	5	2	18	1104	1	1089	0	1971
NPK212	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	98.603	1074	7	8	4	1069	41	1114	0	1893
NPK145	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	98.243	1138	6	14	2	1125	37	1174	0	1978
NPK182	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__	97.277	918	14	11	1	911	31	944	0	1546
NPK202	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	97.977	1038	11	10	1	1029	30	1066	0	1792
NPK131	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	98.305	1062	14	4	1	1058	40	1101	0	1858
NPK213	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__	98.31	1006	9	8	1	998	31	1036	0	1757
NPK61	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	98.318	1070	12	6	1	1064	29	1098	0	1871
NPK122	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__fascians	98.797	1081	7	6	1	1076	31	1110	0	1919
NPK109	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__	96.185	996	18	20	1	976	11	1006	0	1611
NPK60	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__	99.043	1045	4	6	1	1039	13	1057	0	1869
NPK214	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__fascians	98.389	1117	13	5	1	1114	31	1145	0	1958
NPK32	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__boronitolerans	99.046	1048	6	4	1	1044	11	1058	0	1877
NPK161	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__acidaminiphila	97.698	1086	10	15	15	1085	42	1127	0	1853
NPK136	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__geniculata	98.469	980	6	9	1	971	30	1009	0	1718
NPK154	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cereus	99.122	1025	4	5	1	1020	40	1064	0	1838
NPK170	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	98.121	1011	7	12	1	1004	33	1038	0	1751
NPK42	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	99.134	1039	4	5	5	1038	39	1077	0	1864
NPK146	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	98.696	997	9	4	7	999	5	1001	0	1766
NPK38	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	98.894	995	4	7	6	993	47	1041	0	1770
NPK152	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Pantoea; s__agglomerans	95.644	1079	16	31	2	1049	37	1115	0	1703
NPK106	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	99.284	978	5	2	2	977	35	1012	0	1768
NPK125	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	96.582	907	9	22	1	886	29	934	0	1483
NPK74	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	97.722	878	11	9	1	870	34	910	0	1502
NPK128	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__acidaminiphila	98.333	1020	11	5	6	1021	40	1057	0	1784
NPK83	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	97.085	1029	17	12	1	1016	34	1062	0	1722
NPK165	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	98.005	1103	7	15	5	1092	34	1136	0	1903
NPK19	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	97.123	1008	17	12	5	1003	42	1046	0	1690
NPK104	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	97.578	1032	14	11	2	1022	30	1061	0	1757
NPK134	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	98.913	1012	4	7	2	1006	6	1017	0	1801
NPK135	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	98.913	1012	4	7	2	1006	6	1017	0	1801
NPK177	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	99.104	1005	5	4	2	1002	6	1010	0	1803
NPK172	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	99.282	975	3	4	2	972	40	1014	0	1759
NPK191	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	97.701	1131	10	16	2	1116	21	1151	0	1930
NPK162	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	98.504	1003	9	6	3	999	31	1033	0	1764
NPK201	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__chlorophenolicus	98.063	1084	8	13	3	1074	31	1113	0	1873
NPK206	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__	97.688	1038	16	8	9	1039	38	1074	0	1777
